
0.6271,0.2841,0.4179,0.4161,0.7674,0.2702,0.2313,0.2646
0.1326,0.264,0.3441,0.1689,0.9041,0.3449,0.4359,0.1287

0.967,0.6667,0.1686,0.9314,0.5616,0.4842,0.4275,0.4518
0.1077,0.3447,0.3692,0.9981,0.5931,0.3744,0.1872,0.2496

0.2172,0.5727,0.4019,0.7227,0.8526,0.135,0.2472,0.3192
0.7902,0.6774,0.3495,0.3462,0.3223,0.1971,0.1831,0.7869
